IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
123,7.75,7.82,9,0,9,9,4,Yes
92,5.01,5.35,2,0,4,4,3,No
85,6.62,7.04,9,0,10,2,4,No
98,6.1,6.09,8,0,5,5,1,No
100,9.86,10.0,7,1,8,1,5,No
116,8.64,8.14,8,0,3,5,1,No
74,6.75,6.5,10,1,4,10,1,No
122,5.46,5.24,8,0,4,3,0,No
97,7.58,7.17,1,1,2,7,5,No
93,6.07,5.85,9,1,2,7,2,No
84,7.68,7.5,6,0,0,3,3,No
75,9.18,9.65,1,0,3,5,0,No
112,8.08,8.25,1,1,8,9,1,Yes
101,8.17,8.1,7,0,1,4,4,No
80,7.71,8.2,10,0,9,2,1,No
80,9.64,9.29,2,1,3,3,4,No
94,9.66,9.64,6,1,8,1,3,No
125,7.56,7.71,5,0,8,5,1,No
96,6.53,6.09,5,1,7,9,5,No
77,7.3,7.52,10,0,1,2,5,No
96,5.93,5.53,6,1,10,3,3,No
95,8.18,7.82,8,1,2,3,1,No
59,7.5,7.16,5,1,5,7,1,No
99,5.52,5.95,8,1,1,10,4,No
96,5.99,6.17,5,0,2,7,2,No
110,7.4,7.56,10,0,0,1,5,No
127,9.44,9.5,6,1,3,3,4,Yes
116,7.83,7.62,8,1,10,1,0,No
95,8.41,8.53,2,0,5,9,3,Yes
83,6.7,6.61,7,1,0,7,3,No
138,7.86,7.51,3,0,0,5,2,No
100,7.24,7.43,9,1,7,7,1,No
100,8.3,7.93,10,1,6,3,3,No
99,5.25,4.94,7,1,6,3,2,No
102,7.47,7.79,3,1,6,1,0,No
97,6.48,6.64,8,0,4,5,3,No
91,6.63,6.76,10,1,3,7,0,No
91,9.8,9.72,2,1,6,3,5,No
99,5.91,5.81,10,0,10,5,4,No
91,6.56,6.75,8,0,2,10,3,No
89,7.55,7.79,7,0,8,1,3,No
101,9.32,9.33,5,1,1,7,1,No
96,7.08,7.55,4,1,0,8,0,No
122,8.72,9.18,10,0,7,8,4,Yes
60,9.28,9.19,10,0,5,1,2,No
116,6.55,6.87,1,0,3,4,4,No
118,6.96,7.0,4,1,9,9,3,Yes
68,6.78,6.79,6,1,8,2,5,No
94,9.16,8.71,6,0,4,1,0,No
94,5.22,5.29,2,0,10,6,3,No
78,6.54,6.94,9,1,0,1,2,No
88,8.4,8.68,1,0,0,6,2,No
83,7.83,8.12,4,1,6,1,3,No
126,7.18,6.84,4,0,0,6,5,No
114,7.7,7.56,2,0,5,9,3,Yes
119,5.99,5.72,8,0,6,5,3,No
110,7.15,6.97,2,0,10,4,0,No
83,7.51,7.59,2,1,9,8,1,No
92,9.51,9.37,2,1,4,4,2,No
107,6.3,6.36,1,0,2,4,0,No
81,9.34,9.28,5,1,2,9,2,Yes
110,8.22,8.01,4,0,1,1,3,No
96,5.1,4.7,2,0,10,3,2,No
94,8.62,9.01,1,1,0,4,5,No
110,5.18,4.69,1,0,10,8,5,No
106,9.99,9.49,2,1,7,1,5,No
94,9.36,9.69,1,1,8,3,4,No
117,6.49,6.99,9,0,1,2,2,No
83,6.29,6.52,2,0,3,6,5,No
109,6.91,6.43,3,1,2,9,4,No
108,6.78,6.51,9,1,3,10,0,No
95,6.86,7.33,5,0,3,9,0,No
104,6.59,6.9,8,1,7,10,5,No
81,8.11,8.18,7,0,10,5,4,No
113,5.82,5.56,6,0,2,3,2,No
97,9.23,8.74,2,1,2,8,5,Yes
92,9.06,8.58,4,0,5,9,0,No
115,7.38,7.49,9,1,10,9,2,Yes
89,9.26,8.78,7,0,2,1,1,No
78,6.24,6.73,3,1,4,10,5,No
76,5.09,4.77,6,1,3,5,1,No
109,8.1,8.31,8,0,10,10,5,Yes
80,7.29,6.95,8,0,3,9,4,No
126,7.84,7.88,8,0,1,3,4,No
68,9.5,9.08,8,1,8,7,2,No
125,9.85,10.12,10,0,4,9,1,Yes
103,8.17,8.25,6,1,4,2,1,No
98,8.82,8.41,10,0,6,2,4,No
91,5.42,5.77,3,1,2,5,3,No
105,5.8,5.85,9,0,5,8,2,No
99,8.67,9.09,3,1,0,10,2,Yes
116,7.16,7.58,4,1,4,5,0,No
101,7.23,7.65,10,0,4,8,4,No
102,6.54,6.12,1,0,8,4,0,No
94,8.04,7.66,2,1,4,9,3,No
99,5.93,6.42,6,0,7,4,0,No
104,8.13,8.12,1,1,2,5,3,No
74,5.87,5.61,9,0,10,7,0,No
79,5.32,5.59,8,0,5,9,4,No
111,6.65,6.41,2,0,1,5,3,No
102,6.16,6.39,2,0,8,7,2,No
97,9.44,9.78,8,1,5,4,4,No
100,5.27,5.55,8,0,4,2,4,No
105,5.88,5.65,1,0,8,2,5,No
91,7.74,7.64,5,1,0,5,1,No
88,7.41,7.32,2,1,2,2,2,No
102,5.23,5.22,1,0,1,2,0,No
85,5.04,4.71,3,0,8,2,4,No
106,9.94,9.89,3,1,10,4,0,No
74,8.29,8.3,10,0,5,8,4,Yes
115,6.83,6.86,9,1,10,7,2,No
107,7.35,7.67,10,0,5,5,4,No
103,6.33,6.35,1,0,4,7,0,No
114,6.72,6.45,2,0,3,6,0,No
124,8.25,8.41,9,1,3,8,2,Yes
115,9.41,9.71,5,0,1,8,0,Yes
72,5.92,5.74,9,0,6,7,3,No
80,9.2,9.35,6,1,5,5,4,No
90,5.61,5.26,10,0,2,6,3,No
100,6.07,5.91,10,0,6,10,1,No
107,5.19,5.6,3,0,8,8,1,No
89,5.7,6.11,8,0,9,7,5,No
102,9.59,9.67,9,0,0,5,5,No
88,7.3,7.5,2,0,10,10,4,No
90,5.39,5.74,9,1,9,8,0,No
78,9.8,10.26,4,0,7,4,2,No
86,9.39,9.38,8,0,1,6,1,No
79,8.77,8.83,5,0,0,4,0,No
85,9.67,9.59,6,0,8,5,5,No
115,6.1,5.67,4,0,1,10,2,Yes
85,9.18,9.1,5,0,6,3,4,No
139,8.45,8.74,1,0,6,2,0,No
107,9.35,9.65,3,1,0,1,3,No
102,8.98,9.37,4,0,9,3,4,No
87,6.73,6.28,1,0,0,1,1,No
110,8.87,8.9,3,1,6,6,4,No
91,6.31,5.92,4,0,5,2,4,No
101,6.64,6.34,9,1,3,3,2,No
138,5.54,5.94,3,0,2,8,1,No
98,9.68,9.68,3,0,4,5,5,No
117,6.46,6.72,4,0,4,2,2,No
89,7.6,7.16,9,0,10,2,4,No
99,6.96,6.88,9,0,2,3,0,No
126,9.8,9.97,1,0,5,3,3,Yes
90,6.68,6.31,8,0,2,8,3,No
127,8.89,8.72,10,0,3,5,2,Yes
110,9.28,8.84,1,0,2,8,0,No
91,7.18,7.33,2,0,5,4,3,No
109,6.89,7.36,10,1,8,9,0,No
114,8.74,9.07,5,0,2,3,5,Yes
109,9.56,10.03,6,0,0,2,5,No
76,8.77,9.12,2,0,6,6,2,No
89,6.14,6.5,10,1,4,4,1,No
96,9.44,9.52,5,1,3,2,0,No
98,6.94,6.96,3,1,2,6,0,No
109,7.88,7.79,7,0,6,4,1,No
102,9.16,9.48,1,0,1,10,4,Yes
79,5.94,5.62,5,0,10,4,4,No
105,8.92,8.48,3,0,3,10,4,Yes
109,7.98,8.43,2,1,1,4,2,No
108,9.47,8.97,3,0,9,4,4,No
116,5.86,6.34,10,0,7,8,2,Yes
112,7.1,7.33,4,1,2,1,1,No
106,9.16,8.99,2,0,4,9,0,No
98,5.1,5.3,2,1,10,3,3,No
75,5.56,5.88,3,0,3,5,3,No
106,9.95,9.7,2,0,4,5,2,No
103,6.4,6.67,6,0,3,4,2,No
104,9.88,10.18,2,0,7,4,5,No
80,5.91,5.66,1,0,5,7,0,No
83,6.81,6.35,8,0,0,4,1,No
115,8.76,8.46,10,0,4,10,0,Yes
99,8.29,7.99,4,0,0,3,5,No
110,7.91,7.48,2,0,2,9,2,No
100,7.65,7.88,4,1,10,4,0,No
100,9.22,9.1,2,0,5,4,2,No
114,6.17,6.55,5,0,8,10,3,Yes
92,7.21,6.96,7,0,2,8,0,No
101,5.78,5.73,6,0,3,7,1,No
93,7.98,8.12,2,0,9,4,3,No
93,6.25,6.63,4,0,0,8,1,No
95,6.67,6.69,8,0,9,10,1,No
103,7.36,7.23,7,1,1,2,2,No
92,5.13,5.5,7,0,6,9,1,No
118,5.46,5.27,4,0,7,2,5,No
86,8.43,8.01,1,1,0,10,4,Yes
97,7.14,7.09,7,0,8,3,1,No
93,9.32,9.61,6,0,5,6,0,No
121,8.47,8.0,8,1,0,7,5,No
102,5.04,5.13,5,0,3,9,2,No
115,8.08,8.17,8,1,3,8,2,Yes
77,5.47,5.9,10,1,6,6,5,No
104,8.9,8.69,8,0,0,8,4,Yes
113,9.96,9.74,9,1,9,5,2,Yes
101,7.66,7.6,1,0,8,10,2,No
115,8.41,8.27,3,0,0,10,3,Yes
92,6.19,6.43,6,0,9,9,3,No
121,7.19,7.33,4,0,2,4,3,No
134,9.28,9.54,8,1,0,1,4,Yes
94,5.84,6.16,10,0,0,8,5,No
93,6.33,6.75,1,0,3,5,2,No
121,7.23,7.16,5,1,1,9,2,Yes
123,8.56,9.04,4,1,8,3,2,Yes
92,6.88,6.6,1,0,0,9,1,No
93,9.64,9.85,10,0,2,8,2,Yes
95,5.47,5.5,6,0,1,6,2,No
79,6.85,7.17,10,1,0,10,5,No
86,8.54,8.52,3,0,10,10,0,No
84,6.13,6.41,5,1,8,8,0,No
88,8.28,8.71,6,0,4,8,2,Yes
99,5.82,6.05,4,0,10,7,1,No
103,5.28,5.56,10,1,5,7,1,No
123,5.61,5.18,10,1,7,3,4,No
85,9.65,9.35,6,0,6,7,4,No
114,7.76,8.23,7,1,6,3,5,Yes
96,8.98,9.17,2,0,8,9,2,Yes
99,6.66,6.72,7,1,2,5,3,No
110,7.96,7.83,7,0,9,8,1,No
83,7.47,7.01,2,1,7,3,3,No
105,9.73,9.6,3,0,5,3,4,No
102,8.74,8.74,3,0,7,3,1,No
107,8.65,8.36,1,1,3,8,3,Yes
104,5.23,4.9,1,1,0,9,2,No
136,7.75,7.76,10,0,10,7,3,No
90,7.33,7.42,6,0,2,1,4,No
92,9.64,9.38,9,1,9,6,1,No
90,6.29,6.38,9,1,2,3,1,No
91,6.35,6.75,1,1,0,1,1,No
90,7.06,7.03,7,0,4,10,2,No
117,6.22,6.58,6,0,5,2,1,No
121,5.65,6.08,4,0,8,3,3,No
91,9.29,8.88,3,0,7,7,0,No
87,7.79,7.39,9,1,3,6,5,No
107,9.31,9.29,10,1,5,2,5,No
91,9.16,9.25,5,0,2,5,0,No
109,6.41,6.34,8,0,0,1,5,No
103,7.74,7.57,4,0,8,3,2,No
77,5.42,5.56,4,0,7,1,3,No
123,9.58,9.08,6,1,5,3,5,Yes
126,7.02,7.49,6,0,2,2,2,No
90,6.97,6.7,3,1,10,4,0,No
94,6.51,6.93,2,0,4,5,5,No
104,7.3,6.91,9,0,8,3,1,No
105,6.26,6.0,2,0,6,10,0,No
109,6.87,6.6,9,1,1,5,0,No
130,9.0,9.5,8,0,5,7,0,No
97,9.17,8.67,10,1,8,10,2,Yes
88,6.52,6.66,7,1,10,9,4,No
79,7.35,7.72,5,0,10,8,2,No
89,9.37,9.54,3,0,9,6,4,No
99,5.26,5.12,2,0,0,9,2,No
126,9.45,9.91,8,1,4,8,5,Yes
92,6.1,6.49,2,0,8,4,5,No
103,8.39,8.32,8,1,2,2,5,No
99,7.91,7.98,5,1,2,9,0,No
117,7.76,8.23,9,0,9,6,1,No
137,9.3,9.78,4,1,8,10,3,Yes
92,5.51,5.46,8,1,2,8,4,No
92,6.74,7.09,7,1,10,8,2,No
115,7.69,7.49,8,1,8,4,5,No
110,9.06,8.93,5,0,9,10,1,No
127,6.08,5.74,2,0,2,5,3,No
108,9.01,8.72,7,0,7,1,1,No
94,7.0,7.16,3,1,9,9,5,No
108,5.94,5.95,10,0,8,7,4,No
116,8.79,8.52,10,0,2,1,4,Yes
112,5.45,5.35,10,0,0,10,3,Yes
107,7.57,7.44,10,0,8,10,3,No
116,5.32,5.81,2,0,6,3,5,No
117,6.78,7.13,3,1,5,9,5,Yes
120,8.01,7.9,4,0,3,1,4,No
109,7.78,8.19,10,1,4,6,4,No
97,7.02,6.86,7,1,6,5,0,No
102,7.15,7.32,10,1,8,4,3,No
118,6.13,6.6,1,0,5,1,3,No
87,7.28,7.17,6,1,3,7,4,No
105,9.77,9.95,6,0,3,1,2,No
94,9.25,9.05,8,1,9,1,0,No
100,5.73,5.5,2,0,2,2,2,No
119,5.15,5.22,2,1,1,9,4,Yes
102,9.67,10.15,1,0,3,1,0,No
100,7.63,7.58,3,0,5,8,0,No
79,7.69,8.13,7,1,0,1,4,No
111,8.9,9.31,8,0,1,1,5,Yes
109,6.57,6.32,7,1,7,9,1,No
132,7.41,7.31,9,0,2,8,1,No
95,9.84,9.98,8,0,0,1,3,No
103,8.36,8.38,8,1,1,7,4,No
103,5.77,5.37,2,0,2,8,5,No
123,5.67,6.16,1,1,1,2,4,No
98,6.02,6.27,6,0,3,4,5,No
104,8.83,8.77,7,0,3,2,2,No
109,6.48,6.6,6,0,10,6,4,No
102,5.11,4.7,7,0,9,5,1,No
93,9.72,9.72,8,0,1,5,5,No
102,5.85,6.28,2,0,0,8,4,No
116,5.05,5.45,1,0,2,1,2,No
84,6.19,6.03,10,0,3,10,3,No
101,6.18,6.21,8,0,10,2,5,No
89,7.11,7.31,8,0,5,1,0,No
117,9.6,9.44,8,0,4,4,5,Yes
77,9.4,8.96,10,1,1,2,3,No
91,7.28,7.29,7,1,3,10,2,No
105,7.05,7.15,2,0,5,7,4,No
123,7.78,7.29,4,0,3,5,1,No
99,6.22,5.82,9,1,10,5,5,No
91,5.26,4.97,8,0,10,1,4,No
128,9.7,9.55,4,0,6,2,5,Yes
78,5.93,5.97,8,0,5,5,0,No
67,5.99,5.78,10,0,5,7,1,No
106,7.36,7.14,6,1,9,1,3,No
92,7.46,7.83,9,1,1,7,5,No
84,5.09,4.74,1,0,10,2,2,No
110,5.74,5.74,6,0,6,2,3,No
103,6.89,7.34,4,0,8,9,0,No
91,8.42,8.55,3,0,5,8,5,Yes
80,6.14,6.36,5,1,7,10,0,No
113,7.12,7.05,10,0,5,4,4,No
109,7.79,7.31,8,1,5,5,4,No
98,9.44,9.59,10,0,3,9,5,Yes
127,6.63,6.76,6,1,5,4,4,No
83,5.67,5.28,1,1,9,10,0,No
77,7.45,7.41,6,0,3,8,1,No
89,8.73,9.15,7,0,9,5,5,No
99,5.55,5.26,6,0,5,1,3,No
103,7.12,7.08,3,0,0,7,3,No
96,5.09,5.05,9,1,6,10,2,No
105,5.17,5.48,10,0,1,3,2,No
81,7.41,7.73,10,0,5,7,1,No
121,6.49,6.75,4,0,8,8,4,Yes
98,9.23,9.1,5,0,9,4,4,No
116,8.01,7.58,5,1,2,6,1,No
105,7.27,7.12,3,1,3,10,3,No
106,7.04,7.22,2,0,4,7,4,No
108,7.49,7.69,8,1,7,8,3,No
106,5.2,5.67,7,0,9,3,0,No
109,9.46,9.41,5,1,5,7,5,No
119,9.99,10.12,1,0,7,5,2,Yes
102,5.91,5.95,10,1,2,7,4,No
110,5.6,5.25,1,0,2,6,2,No
98,5.72,5.68,8,0,8,5,1,No
121,8.31,8.35,4,1,5,3,5,Yes
89,8.31,8.76,4,0,7,10,0,No
127,9.24,9.11,9,1,3,2,4,Yes
99,8.76,9.24,2,0,4,3,4,No
78,7.25,7.29,5,0,8,2,3,No
101,8.06,7.8,6,0,6,3,2,No
89,8.44,8.13,6,1,4,2,0,No
112,7.56,7.2,10,1,6,1,5,No
90,7.38,7.33,3,0,10,9,3,No
93,8.23,7.75,10,0,8,10,5,No
71,7.79,7.74,6,1,2,5,0,No
93,8.22,8.71,10,0,2,9,0,No
63,8.06,8.23,10,0,3,8,1,No
76,8.6,8.86,5,1,10,7,1,No
111,8.21,7.83,8,0,9,6,3,No
111,7.6,7.57,4,0,6,4,3,No
106,8.41,8.2,10,0,4,10,5,Yes
85,7.25,7.64,10,1,4,10,3,No
99,6.21,5.89,3,0,3,7,0,No
99,5.01,4.97,6,1,7,7,4,No
82,7.8,7.89,10,1,2,1,1,No
122,7.95,7.96,9,0,1,9,5,Yes
113,9.86,10.19,8,1,3,4,5,Yes
96,6.81,6.54,10,1,7,7,5,No
100,6.97,6.85,8,0,3,9,4,No
103,6.01,6.3,3,0,7,2,2,No
69,5.35,5.38,1,0,4,8,1,No
96,8.86,8.76,3,0,8,4,5,No
89,6.25,5.78,3,0,1,4,2,No
84,8.04,8.29,6,0,7,3,2,No
95,8.44,8.91,3,1,6,10,3,Yes
126,7.36,7.48,2,0,1,4,5,No
109,9.38,9.74,9,1,4,9,0,No
91,7.22,7.24,6,0,5,1,4,No
108,6.42,6.15,5,0,8,9,5,No
120,9.48,8.99,3,1,10,10,2,Yes
113,9.31,9.46,7,0,7,9,5,Yes
100,5.82,5.81,7,0,6,1,3,No
90,5.13,5.41,4,0,10,9,0,No
110,5.45,5.64,10,0,0,6,1,No
105,6.43,6.92,2,0,9,8,2,No
113,9.86,9.87,2,0,2,8,5,Yes
109,7.79,7.72,8,0,0,8,3,No
115,6.87,6.66,4,0,9,8,5,Yes
91,9.44,9.42,7,0,5,1,5,No
119,7.27,7.64,3,1,2,1,5,No
102,6.58,6.12,9,0,1,7,5,No
131,9.71,10.19,10,1,9,9,3,Yes
89,9.25,9.74,9,1,1,10,3,Yes
126,9.22,9.32,7,0,7,8,1,Yes
102,7.56,7.39,7,0,0,5,0,No
90,8.95,8.67,1,0,8,8,4,Yes
92,5.9,5.68,10,1,6,9,4,No
95,7.87,7.42,8,0,0,7,2,No
106,9.92,9.9,2,0,4,10,0,No
107,6.45,6.01,8,0,4,3,2,No
91,8.97,9.19,2,0,1,9,4,Yes
99,7.45,7.32,1,0,0,5,1,No
132,5.2,4.9,8,0,6,8,5,Yes
125,8.82,8.86,4,0,8,1,0,No
106,5.84,6.31,10,1,7,1,0,No
100,8.16,8.36,6,1,6,3,2,No
101,5.43,5.42,10,0,3,2,2,No
109,9.73,10.01,10,1,9,5,1,No
84,6.46,6.7,1,1,6,9,0,No
96,6.13,6.52,9,1,7,9,4,No
74,5.65,5.35,7,1,8,8,4,No
105,9.73,10.09,5,1,8,5,3,No
109,8.56,8.36,6,1,4,3,4,No
92,8.71,9.15,3,1,4,6,5,No
123,7.5,7.28,9,0,5,8,5,Yes
81,7.37,7.8,2,1,7,6,3,No
78,5.55,6.01,10,0,2,7,3,No
103,7.8,7.45,1,0,2,7,2,No
115,6.23,6.7,1,0,10,7,4,No
125,9.89,9.48,10,1,4,9,3,Yes
93,8.98,8.7,2,1,10,9,4,Yes
116,7.06,7.0,6,1,0,1,4,No
99,5.76,6.25,6,0,4,3,4,No
97,8.93,8.92,9,0,8,5,1,No
113,5.61,5.66,10,1,4,4,3,No
109,5.95,6.14,4,0,6,1,5,No
76,6.06,6.53,8,1,9,1,4,No
122,7.78,8.06,4,1,8,4,2,Yes
120,8.94,8.66,3,0,7,5,1,No
90,6.57,6.37,4,0,4,4,3,No
105,5.42,5.02,1,0,1,2,0,No
107,7.32,7.46,9,1,4,5,3,No
103,8.74,8.42,5,0,9,10,1,No
91,6.11,5.87,7,0,7,3,2,No
89,6.1,6.49,3,1,10,7,1,No
99,9.74,9.57,5,0,0,4,4,No
117,9.77,9.84,10,0,9,2,5,Yes
108,9.95,9.85,4,1,3,8,5,Yes
94,9.04,8.61,7,0,0,10,1,No
111,5.94,5.8,5,0,4,2,0,No
117,6.7,7.1,3,1,1,8,4,Yes
73,6.59,6.41,8,0,6,10,4,No
94,9.78,9.66,3,0,3,3,0,No
83,8.95,9.23,7,1,1,6,5,No
80,8.62,8.88,5,0,10,4,2,No
117,5.93,6.23,7,0,2,2,5,No
92,9.55,10.0,10,0,2,8,5,Yes
105,9.14,9.44,9,0,1,2,1,No
99,5.82,5.73,7,1,6,9,0,No
107,9.36,9.68,6,1,0,9,4,Yes
101,6.36,6.37,1,0,8,8,4,No
80,5.4,5.18,4,0,4,10,2,No
114,8.28,8.08,8,1,3,3,3,Yes
92,8.27,7.99,1,0,2,8,4,No
76,5.47,5.11,6,0,2,5,2,No
93,6.59,6.27,2,1,2,10,0,No
122,9.96,9.52,9,1,0,5,3,Yes
112,8.39,8.78,8,0,1,2,0,No
94,8.65,9.08,9,0,10,3,2,No
94,6.06,6.15,9,0,6,8,0,No
95,5.39,5.73,2,1,2,1,1,No
131,6.38,6.06,2,0,5,4,2,No
105,6.24,6.64,9,1,3,6,3,No
106,6.17,6.18,2,0,9,9,4,No
115,5.96,5.53,4,0,4,8,0,No
103,7.87,7.51,2,1,7,10,2,No
96,6.64,6.45,1,0,1,5,0,No
97,9.1,8.64,10,1,9,7,5,No
98,5.92,5.73,7,0,4,8,2,No
99,7.32,6.88,5,0,1,9,5,No
110,5.07,4.81,3,0,8,3,2,No
100,7.41,7.18,8,0,1,8,5,No
110,5.28,5.77,5,1,0,3,3,No
98,9.89,9.63,1,0,3,1,0,No
101,8.95,8.69,9,0,6,4,0,No
70,7.45,7.64,5,1,1,7,2,No
113,5.43,5.79,3,0,10,9,1,No
105,7.96,7.85,6,0,9,10,4,No
114,8.79,9.17,8,0,8,7,4,Yes
131,7.84,7.54,3,0,0,5,3,No
97,9.07,8.9,7,0,7,1,5,No
116,8.84,8.95,2,0,4,1,1,No
84,9.01,8.88,5,0,8,9,5,Yes
109,9.4,9.57,9,1,7,4,1,No
84,9.69,9.43,7,1,5,3,3,No
90,7.03,7.23,3,0,3,5,2,No
128,7.84,7.69,2,0,5,7,5,No
97,8.95,8.91,10,0,1,7,0,No
103,8.49,8.55,9,0,4,5,5,No
113,9.98,10.17,9,1,9,8,5,Yes
107,5.07,4.81,9,0,2,5,4,No
102,6.78,7.12,10,0,2,10,5,No
105,6.41,6.63,3,1,0,4,4,No
136,6.31,6.04,1,1,10,6,4,No
99,6.11,6.58,9,1,7,3,1,No
103,8.55,8.71,7,0,9,4,2,No
115,5.42,5.37,2,0,2,8,2,Yes
116,8.71,8.37,6,0,0,10,5,Yes
117,8.47,8.5,9,0,3,10,1,Yes
109,6.25,5.91,8,1,0,3,3,No
82,6.26,6.19,6,0,0,10,3,No
124,8.14,8.05,6,1,0,3,2,Yes
82,8.81,9.03,8,0,1,6,1,No
104,9.38,9.07,9,1,0,8,5,Yes
88,9.26,9.58,8,0,5,10,4,Yes
99,9.82,9.65,1,1,6,2,0,No
104,7.91,7.85,2,1,0,1,2,No
104,9.54,9.81,6,0,9,10,4,Yes
106,9.04,9.17,8,1,0,1,2,No
124,9.47,9.28,4,0,10,7,0,No
106,5.06,4.95,4,1,9,2,5,No
96,9.83,9.64,2,0,8,9,3,Yes
114,7.37,7.46,10,0,8,10,2,Yes
117,8.99,8.82,1,0,0,4,5,Yes
81,5.64,5.87,10,0,10,7,1,No
108,6.98,7.06,9,0,7,5,3,No
110,6.36,6.01,7,0,2,5,3,No
95,6.46,6.27,9,1,6,7,4,No
120,5.62,5.34,2,1,0,9,1,No
97,9.03,8.92,10,0,6,4,5,No
101,5.05,5.07,5,1,10,9,2,No
97,6.56,6.57,2,1,0,9,2,No
100,5.87,6.12,10,0,2,8,1,No
83,7.95,7.64,7,0,6,1,3,No
78,6.27,6.72,9,1,0,10,2,No
123,6.29,6.13,3,0,8,9,2,Yes
87,7.44,7.24,1,1,4,3,2,No
85,8.26,8.45,4,0,1,8,0,No
67,5.61,5.92,4,0,3,5,1,No
90,5.88,5.76,6,1,7,6,0,No
80,6.24,6.49,5,0,3,3,0,No
124,9.87,10.25,5,0,9,7,4,Yes
115,6.99,7.26,9,0,4,2,2,No
89,7.99,7.52,1,0,1,3,0,No
133,6.21,6.54,8,1,4,2,1,No
114,7.45,7.72,8,0,6,9,4,Yes
95,5.37,5.54,8,0,8,3,4,No
62,5.17,5.43,3,1,7,8,5,No
134,7.34,7.82,10,0,9,6,3,No
79,6.99,6.92,8,0,10,1,3,No
75,5.68,5.25,2,1,5,6,4,No
115,8.44,8.4,8,1,8,8,1,Yes
136,9.96,9.51,8,0,6,10,0,Yes
120,6.98,6.77,3,0,2,3,3,No
108,8.12,8.21,4,1,10,7,0,No
108,9.81,9.62,9,0,0,6,1,No
112,9.16,9.35,9,0,4,1,0,No
111,7.32,7.64,10,1,8,2,4,No
104,8.69,8.61,9,0,7,5,3,No
101,5.64,6.04,10,1,5,7,1,No
99,7.56,7.14,6,0,7,4,4,No
88,6.4,6.74,1,0,7,6,1,No
95,5.81,6.14,8,1,2,2,5,No
74,7.13,6.95,9,0,5,5,3,No
98,5.66,5.46,8,1,6,10,0,No
85,8.49,8.3,1,0,1,3,1,No
83,7.28,7.59,6,0,10,1,3,No
102,7.66,7.99,9,1,6,6,5,No
120,5.73,5.56,9,1,9,9,5,Yes
113,5.7,5.79,7,1,5,10,4,Yes
76,7.92,7.56,7,1,1,8,3,No
85,9.93,9.9,4,0,1,4,0,No
114,5.48,5.98,7,0,5,8,3,Yes
85,6.43,6.09,10,0,2,5,4,No
96,9.35,9.8,5,0,5,3,4,No
108,5.36,5.68,10,1,8,4,1,No
85,9.38,9.85,5,1,9,7,4,No
101,7.62,7.3,1,1,0,5,2,No
79,7.04,6.75,2,1,2,4,4,No
90,6.55,6.07,9,0,1,3,0,No
104,6.49,6.71,2,1,10,3,4,No
76,6.53,6.67,10,0,2,10,1,No
106,9.42,9.1,2,1,1,6,4,No
99,8.62,8.91,9,0,2,8,3,Yes
108,8.35,8.15,3,1,3,4,5,No
103,8.99,8.62,2,0,6,1,5,No
120,6.29,6.21,7,1,1,4,3,No
101,8.09,7.68,9,1,1,5,3,No
93,7.3,7.06,6,1,1,8,2,No
101,8.91,8.78,7,1,5,7,1,No
108,6.55,6.9,3,1,7,2,3,No
100,8.22,8.51,3,1,3,9,3,Yes
100,9.41,9.35,8,0,9,3,5,No
89,7.01,7.23,7,1,2,9,3,No
90,5.33,5.4,5,0,8,1,5,No
78,7.58,7.42,6,0,0,9,5,No
126,6.73,6.96,9,0,9,7,1,No
81,8.36,8.54,3,0,1,2,5,No
89,9.76,9.88,3,0,6,10,3,Yes
89,7.43,7.55,6,1,2,7,2,No
113,7.33,7.51,8,1,8,1,3,No
95,8.27,8.15,5,0,0,3,0,No
118,5.52,5.89,1,1,8,7,2,No
89,6.27,5.93,3,0,5,3,0,No
104,9.59,9.97,8,0,0,2,3,No
87,8.35,8.19,4,0,8,5,3,No
132,5.07,4.7,9,1,8,3,1,No
82,6.02,6.12,6,1,9,9,5,No
104,8.41,8.29,10,1,10,7,0,No
109,8.82,9.14,4,0,4,1,0,No
106,9.2,9.13,4,0,6,1,4,No
97,6.46,6.63,10,0,2,6,4,No
98,9.66,9.47,5,1,7,4,4,No
100,7.76,7.47,7,1,2,1,4,No
97,8.48,8.37,7,0,9,9,0,No
114,7.98,8.09,10,1,6,2,1,No
133,5.61,5.77,7,1,3,1,4,No
91,9.82,9.9,5,1,4,3,0,No
79,5.61,6.1,9,1,6,10,1,No
98,6.27,6.46,2,0,1,1,1,No
138,9.07,9.5,8,1,3,4,4,Yes
87,8.09,7.71,10,0,6,4,0,No
124,9.19,8.75,8,1,2,6,2,Yes
125,7.58,7.39,3,0,3,3,0,No
91,6.88,6.52,5,0,9,9,1,No
108,9.61,9.64,8,1,7,6,3,No
124,5.18,5.2,10,1,2,7,4,No
94,9.28,9.36,9,1,8,6,1,No
96,6.15,6.4,7,0,4,9,2,No
91,9.24,9.71,4,0,1,2,2,No
84,5.7,6.08,4,0,7,8,2,No
90,7.9,7.52,3,1,9,5,2,No
81,9.44,9.28,8,0,7,2,5,No
100,7.37,7.13,6,1,0,7,0,No
88,8.73,8.41,10,1,8,5,1,No
103,9.02,9.06,6,0,1,8,2,Yes
